id_pedido,data_pedido,regiao,canal_venda,categoria_produto,produto,quantidade,preco_unitario,desconto,receita,custo,entregue_no_prazo,satisfacao_cliente
1056,2025-06-06,Nordeste,Loja física,Eletrônicos,Smartphone,4,2501.17,0.135,8656.18,6819.72,1,6.4
1380,2025-03-02,Sudeste,Loja física,Eletrônicos,Smartwatch,2,2491.89,0.104,4466.88,3452.35,1,6.7
127,2025-01-27,Norte,Marketplace,Eletrônicos,Smartwatch,2,1907.9,0.099,3448.29,2629.42,1,
53,2025-03-25,Nordeste,Loja física,Vestuário,Camisa,1,256.61,0.043,245.51,138.93,1,8.4
54,2025-04-02,Norte,Online,Eletrônicos,Smartwatch,1,1653.97,0.107,1477.09,1187.5,0,6.8
175,2025-06-21,Nordeste,Representante,Móveis,Estante,3,932.94,0.078,2579.92,1807.0,1,10.0
839,2025-01-05,Centro-Oeste,Marketplace,Alimentos,Biscoito,1,75.81,0.111,81.43,47.39,1,
566,2025-03-10,Nordeste,Online,Móveis,Sofá,1,556.01,0.145,475.49,331.73,1,
777,2025-06-15,Nordeste,Marketplace,Vestuário,Vestido,1,304.68,0.215,239.18,133.69,1,8.1
600,2025-01-29,Nordeste,Marketplace,Móveis,Mesa,2,742.09,0.098,1339.09,914.46,1,8.6
1104,2025-01-23,Sul,Loja Fisica,Móveis,Sofá,1,1172.35,0.208,928.92,679.5,0,7.5
329,2025-02-15,Centro-Oeste,Loja física,Eletrônicos,Smartphone,5,1723.17,0.232,6614.32,4895.37,1,7.7
1001,2025-02-04,Nordeste,Loja física,Eletrônicos,Notebook,3,2213.38,0.159,5584.32,4071.61,1,9.1
161,2025-05-08,Sudeste,ON-LINE,Beleza,Hidratante,2,111.97,0.168,186.21,90.97,1,7.7
1162,2025-02-07,Sul,Representante,Eletrônicos,Tablet,5,1485.29,0.07,6909.35,5341.86,1,5.2
1373,2025-03-22,Nordeste,Loja física,Eletrônicos,Fone Bluetooth,1,1938.85,0.025,1889.44,1472.73,1,8.2
258,2025-11-05,Nordeste,Representante,Vestuário,Camisa,2,159.04,0.111,282.63,138.2,1,9.8
365,2025-06-01,Nordeste,Online,Alimentos,Biscoito,1,39.58,0.105,35.42,26.06,1,8.2
932,2025-03-20,Sul,Online,Móveis,Mesa,5,1288.19,0.11,5734.3,4187.34,1,7.2
1154,2025-04-27,Nordeste,Marketplace,Eletrônicos,Notebook,2,2603.14,0.176,4287.71,3452.74,1,8.7
998,2025-05-17,Nordeste,Online,Móveis,Cadeira,2,981.95,0.036,1497.12,1269.03,1,8.9
980,2025-03-04,Nordeste,Loja física,Vestuário,Vestido,3,111.93,0.159,282.31,161.81,1,8.0
427,2025-03-31,Sul,Loja física,Eletrônicos,Smartphone,2,1985.45,0.051,3766.52,2983.87,1,7.8
169,2025-04-13,Sudeste,Marketplace,Móveis,Mesa,1,924.29,0.019,906.27,633.81,1,9.5
910,2025-05-30,Sudeste,Marketplace,Alimentos,Café,4,60.84,0.076,224.93,173.66,1,8.5
287,2025-01-21,Centro-Oeste,Loja física,Alimentos,Biscoito,2,68.45,0.044,130.9,88.93,1,7.6
779,2025-01-30,Nordeste,Marketplace,Alimentos,Biscoito,1,54.34,0.114,48.12,37.16,1,10.0
154,2025-01-28,Nordeste,Online,Beleza,Shampoo,1,117.46,0.09,106.92,54.89,1,7.3
330,2025-04-05,Sudeste,Online,Alimentos,Chocolate,2,57.8,0.101,103.97,71.68,1,9.1
1039,2025-04-03,Sudeste,Representante,Vestuário,Calça,1,229.83,0.332,153.57,83.98,1,6.5
8,2025-04-13,Sul,Marketplace,Vestuário,Vestido,1,275.36,0.174,227.49,122.97,1,
1262,2025-01-07,Sudeste,Loja Fisica,Eletrônicos,Smartphone,1,2146.46,0.051,2037.72,1521.45,1,8.7
1385,2025-08-02,Sudeste, Online ,Móveis,Cadeira,5,854.48,0.061,4099.11,2794.26,1,9.7
783,2025-05-13,Sul,Online,Vestuário,Calça,1,232.24,0.058,154.28,119.75,1,7.5
859,2025-03-19,Sudeste,Online,Alimentos,Suco,2,52.53,0.079,96.71,71.84,1,8.4
558,2025-01-09,Sul,Loja física,Eletrônicos,Smartphone,1,1585.63,0.053,1501.73,1216.69,1,8.0
381,2025-03-07,Sudeste,Loja física,Beleza,Hidratante,1,143.05,0.142,122.72,62.13,1,8.0
976,2025-06-17,Sul,Loja física,Alimentos,,2,25.16,0.423,29.02,20.89,1,7.6
561,2025-02-21,Norte,Online,Eletrônicos,Smartwatch,3,1512.05,0.116,4009.06,3182.7,1,8.3
1057,2025-02-02,Sudeste,Loja física,Alimentos,Café,2,72.88,0.046,139.03,113.42,1,
865,2025-04-25,Nordeste,Online,Móveis,Sofá,2,1367.69,0.079,2520.38,1725.49,1,7.7
184,2025-02-21,Sudeste,online,Beleza,Hidratante,1,106.17,0.041,101.79,50.81,1,7.9
706,2025-05-26,Nordeste, Online ,Eletrônicos,,2,2780.72,0.428,3181.79,3117.95,1,6.7
719,2025-04-09,Norte,Marketplace,Beleza,Shampoo,1,124.32,0.059,116.98,54.78,1,9.5
603,2025-03-24,Norte,Marketplace,Móveis,Mesa,1,843.36,0.111,749.37,538.73,1,
1424,2025-05-31,Centro-Oeste,Online,Vestuário,Tênis,1,208.85,0.258,147.79,84.02,1,6.5
278,2025-04-20,Norte,Marketplace,Eletrônicos,Notebook,3,3340.44,0.057,9450.15,6905.45,1,9.4
959,2025-02-07,Sul,Loja física,Eletrônicos,Fone Bluetooth,5,1499.88,0.066,7002.32,5310.28,1,7.3
328,2025-03-04,Sudeste,Online,Eletrônicos,Tablet,1,1627.07,0.165,1359.27,1095.41,1,9.4
850,2025-01-08,Centro-Oeste,Online,Móveis,Armário,4,940.34,0.039,3614.7,2462.9,1,6.8
51,2025-02-22,Sudeste,Online,Alimentos,Café,3,61.02,0.134,158.57,114.96,0,6.8
262,2025-04-30,Centro-Oeste,On line,Eletrônicos,Fone Bluetooth,2,1722.88,0.055,3257.94,2579.55,1,7.0
1102,2025-07-02,Norte,Online,Eletrônicos,Smartwatch,1,1785.65,0.159,1502.56,1153.02,1,8.7
1140,2025-06-13,Sudeste,Marketplace,Vestuário,Tênis,1,152.37,0.128,132.81,71.84,1,9.3
182,2025-04-23,Nordeste,Online,Eletrônicos,Smartphone,2,1836.98,0.382,2268.77,2080.53,1,5.8
1187,2025-04-15,Nordeste,Online,Eletrônicos,Smartwatch,1,1290.57,0.472,680.98,602.47,1,6.9
346,2025-01-02,Norte,Marketplace,Eletrônicos,Notebook,4,2020.14,0.079,7445.07,5644.43,1,7.6
1343,2025-06-03,Nordeste,Marketplace,Eletrônicos,Tablet,2,1703.8,0.116,3012.22,2360.51,1,6.5
762,2025-05-22,Norte,Loja física,Eletrônicos,Fone Bluetooth,1,1765.98,0.85,1329.05,970.09,1,9.7
630,2025-04-15,Nordeste,Marketplace,Vestuário,Calça,3,236.23,0.198,568.24,303.11,1,8.9
754,2025-02-23,Nordeste,Loja física,Móveis,Armário,1,712.78,0.345,467.13,305.46,1,7.4
1290,2025-04-09,Centro-Oeste,Online,Eletrônicos,Smartphone,5,1825.99,0.437,5136.94,3989.08,1,7.1
104,2025-01-05,Norte,Marketplace,Vestuário,Tênis,1,117.67,0.04,113.01,62.55,1,7.1
883,2025-05-25,Sudeste,online,Vestuário,Tênis,2,130.76,0.145,223.59,126.4,0,6.9
261,2025-02-23,Norte,Representante,Eletrônicos,Smartwatch,3,1759.12,0.304,3670.51,3142.32,0,7.8
1068,2025-05-01,Sudeste,Loja física,Alimentos,Café,1,57.66,0.85,48.39,37.97,1,7.8
1202,2025-07-06,Sul,Marketplace,Eletrônicos,Tablet,2,1998.37,0.137,3449.16,2577.01,1,8.6
606,2025-03-06,Sul,Marketplace,Alimentos,Chocolate,1,65.16,0.165,54.38,39.87,1,6.8
276,2025-05-26,Sudeste,Marketplace,Móveis,Cadeira,2,996.37,0.038,1917.84,1487.24,1,8.9
1399,2025-03-15,Centro-Oeste,Online,Beleza,Maquiagem,1,164.23,0.097,148.31,76.6,1,8.2
456,2025-03-10,Norte,Marketplace,Eletrônicos,Tablet,5,2399.86,0.151,10186.58,7317.87,0,5.2
720,2025-09-05,Norte,Marketplace,Móveis,Estante,2,1367.55,0.142,2346.47,1588.77,1,7.5
1133,2025-05-31,Sudeste,Representante,Vestuário,Vestido,4,236.82,0.296,666.75,371.75,1,7.1
1296,2025-04-30,Norte,Loja física,Beleza,Shampoo,2,142.54,0.025,278.03,150.02,1,6.8
1120,2025-02-06,Centro-Oeste,Loja física,Eletrônicos,Tablet,2,1643.61,0.157,2772.18,2059.05,1,9.9
1437,2025-03-23,Nordeste,Loja física,Móveis,Mesa,1,784.54,0.107,700.77,509.41,1,8.8
1440,2025-05-26,Nordeste,Representante,Vestuário,Camisa,5,237.93,0.068,1109.13,646.38,0,6.9
297,2025-04-25,Centro-Oeste,Marketplace,Vestuário,Calça,4,122.97,0.199,394.17,216.63,1,9.0
966,2025-06-10,Sudeste,Loja física,Alimentos,Biscoito,5,35.76,0.058,168.47,135.19,0,6.1
233,2025-03-23,Sudeste,Marketplace,Beleza,Protetor solar,2,127.88,0.146,218.48,107.81,1,8.1
852,2025-09-04,Sul,Representante,Eletrônicos,Notebook,1,2599.7,0.136,2246.15,1859.01,1,8.1
1422,2025-01-16,Sudeste,Online,Alimentos,,1,48.96,0.349,31.85,24.26,1,8.4
1245,2025-02-20,Sul,Marketplace,Móveis,Estante,1,825.7,0.247,622.16,466.98,1,7.3
483,2025-06-09,Centro-Oeste,Loja física,Alimentos,Azeite,1,46.1,0.85,43.96,34.13,1,7.7
1198,2025-06-28,Sul,loja fisica,Alimentos,Suco,4,54.4,-0.05,167.97,128.73,1,6.5
183,2025-03-03,Nordeste,Loja física,Eletrônicos,Notebook,3,2027.88,0.234,4658.16,3832.13,1,7.7
666,2025-05-24,Nordeste,Marketplace,Eletrônicos,Notebook,2,1695.63,0.202,2707.78,2191.27,1,7.4
380,2025-04-08,Norte,Loja física,Eletrônicos,Smartphone,3,2435.52,0.036,6635.42,5025.18,1,8.0
764,2025-03-16,Sudeste,Online,Beleza,Perfume,2,113.49,0.054,214.72,109.75,1,8.0
1318,2025-02-11,Sudeste,Marketplace,Móveis,Mesa,1,1020.55,0.289,725.24,513.76,1,8.1
815,2025-05-02,Nordeste,Marketplace,Vestuário,Tênis,3,127.21,0.159,321.02,170.08,1,8.1
89,2025-03-06,Sul,Marketplace,Vestuário,Jaqueta,5,204.68,0.19,828.79,462.15,1,7.0
105,2025-02-10,Centro-Oeste,Online,Móveis,,1,947.19,0.091,861.38,626.95,1,6.2
488,2025-12-06,Nordeste,Online,Vestuário,Jaqueta,4,185.64,0.05,705.14,383.44,1,8.5
758,2025-04-22,Sul,Online,Vestuário,Calça,1,151.3,0.241,114.9,63.77,1,9.6
872,2025-02-07,Centro-Oeste,Online,Móveis,Armário,2,733.49,0.08,1349.73,952.26,1,7.0
23,2025-05-10,Sul,Loja física,Alimentos,Biscoito,4,42.57,0.245,128.56,102.66,1,8.4
405,2025-01-06,Sul,Marketplace,Eletrônicos,Smartwatch,2,1811.27,0.027,3524.44,2823.97,1,8.2
626,2025-02-27,Nordeste,Marketplace,Vestuário,Jaqueta,1,170.21,0.154,143.98,73.64,1,9.3
1289,2025-06-21,Norte,Representante,Móveis,Armário,1,1567.07,0.172,1297.96,930.01,1,
13,2025-04-10,Sudeste,Online,Eletrônicos,Notebook,1,1713.34,0.094,1551.64,1274.57,1,6.5
1122,2025-07-05,Nordeste,Loja física,Móveis,Estante,1,974.33,0.216,763.76,516.45,1,9.6
1071,2025-04-07,Sudeste,Online,Vestuário,Camisa,4,173.8,0.15,591.02,323.92,1,6.4
1496,2025-05-26,Nordeste,Loja física,Eletrônicos,Smartphone,2,2914.62,0.136,5034.37,3830.37,1,7.8
395,2025-03-11,Norte,Loja física,Móveis,Armário,2,725.64,0.024,1416.43,948.56,1,7.5
266,2025-03-16,Sul,Loja física,Alimentos,Café,1,30.88,0.038,29.72,22.35,1,7.9
387,2025-05-05,Sudeste,Loja física,Vestuário,Jaqueta,2,230.6,0.186,375.49,210.27,1,9.2
951,2025-01-20,Sudeste,Online,Eletrônicos,Fone Bluetooth,2,1892.82,0.054,3580.02,2834.08,1,6.5
586,2025-03-17,Sul,Online,Móveis,Armário,3,843.82,0.18,2076.26,1499.79,0,4.6
723,2025-01-06,Sudeste,Online,Beleza,Protetor solar,2,196.86,0.526,186.5,95.66,1,7.7
728,2025-01-23,Centro-Oeste,Loja física,Alimentos,Azeite,1,68.83,0.039,66.14,48.49,0,7.2
638,2025-06-10,Nordeste,Marketplace,Eletrônicos,Smartwatch,1,2551.78,0.026,2484.76,1984.02,1,7.6
541,2025-01-23,Norte,Loja física,Vestuário,Jaqueta,4,200.82,0.071,746.21,421.41,1,9.0
1201,2025-02-01,Centro-Oeste,Loja física,Eletrônicos,Tablet,2,1533.42,0.157,2585.52,2065.52,0,6.3
191,2025-04-23,Sudeste,Loja física,Móveis,Armário,1,681.6,0.093,618.22,450.06,1,6.3
522,2025-03-16,Sudeste,Online,Vestuário,Vestido,1,238.33,0.113,211.46,111.77,1,7.8
1055,2025-04-21,Sudeste,Online,Vestuário,Tênis,5,254.82,0.139,1097.16,574.87,1,9.3
481,2025-02-01,Sudeste,Loja física,Alimentos,Chocolate,2,54.55,0.374,68.33,54.12,1,8.0
912,2025-03-11,Sul, Online ,Beleza,Shampoo,2,96.27,0.223,149.66,73.48,1,6.6
30,2025-02-28,Sudeste,Loja física,Vestuário,Calça,1,159.17,0.395,96.27,54.04,1,6.6
1460,2025-05-21,Nordeste,Online,Eletrônicos,Fone Bluetooth,1,1512.14,0.433,857.82,797.24,1,7.9
1184,2025-02-18,Sul,Marketplace,Alimentos,Chocolate,2,59.49,0.337,78.94,59.07,1,8.3
502,2025-02-13,Nordeste,Loja física,Beleza,Hidratante,3,128.16,0.034,371.45,185.38,1,8.8
1466,2025-02-24,Sudeste,Online,Beleza,Hidratante,2,77.28,0.104,138.48,69.77,1,9.1
551,2025-05-21,Sudeste,Online,Móveis,Cadeira,1,828.3,0.059,779.38,527.38,1,6.8
848,2025-02-05,Nordeste,Loja física,Vestuário,Vestido,1,148.36,0.26,109.74,62.04,1,7.1
209,2025-02-07,Sul,ON-LINE,Eletrônicos,Smartwatch,2,1779.39,0.177,2927.14,2265.15,0,7.2
562,2025-03-24,Sul,Loja física,Alimentos,Azeite,1,47.82,0.114,42.38,31.71,1,8.3
660,2025-06-08,Sudeste,Loja física,Alimentos,Biscoito,1,37.83,0.328,25.41,19.41,1,8.0
915,2025-04-04,Norte,Loja física,Beleza,Shampoo,5,138.29,0.304,481.13,250.47,1,8.0
1171,2025-06-28,Sudeste,Marketplace,Vestuário,Camisa,1,107.74,0.216,84.49,47.06,1,8.9
121,2025-06-24,Sul,Online,Vestuário,Camisa,2,143.24,0.155,242.17,142.71,1,8.0
370,2025-05-02,Sul,Online,Alimentos,Azeite,2,45.35,0.135,78.49,51.34,1,6.1
1146,2025-06-17,Nordeste,Representante,Móveis,Cadeira,1,676.11,0.069,577.65,424.33,1,
544,2025-01-30,Sul,Loja física,Beleza,Maquiagem,3,60.7,0.08,167.48,83.77,1,7.2
1043,2025-02-22,Sul,Online,Eletrônicos,Smartwatch,1,1682.29,0.049,1600.49,1175.09,1,8.8
55,2025-04-21,Sudeste,Representante,Alimentos,Suco,5,53.55,0.306,185.73,143.43,1,8.0
890,2025-05-26,Sul, loja física ,Móveis,Mesa,1,1316.95,0.167,1096.63,823.04,1,6.1
263,2025-10-06,Nordeste,Online,Móveis,Cadeira,2,997.81,0.226,1544.6,1072.45,0,6.8
773,2025-03-20,Sudeste,Online,Vestuário,Camisa,3,183.81,0.147,470.12,259.39,1,8.6
636,2025-06-02,Centro-Oeste,Online,Eletrônicos,Tablet,2,1431.16,0.125,2504.97,1951.85,1,8.4
1269,2025-04-22,Sudeste,Loja física,Vestuário,Camisa,2,220.16,0.251,329.59,176.25,1,8.5
497,2025-03-06,Nordeste,online,Móveis,Mesa,2,927.02,0.212,1460.87,1010.52,1,8.8
1352,2025-04-25,Centro-Oeste,Loja física,Alimentos,Chocolate,1,33.48,0.2,26.78,21.49,0,6.0
1257,2025-05-24,Norte,Online,Eletrônicos,Smartwatch,4,2134.1,0.17,7081.54,5473.8,1,6.3
651,2025-04-28,Sudeste,Marketplace,Vestuário,Camisa,3,208.09,0.208,494.23,257.71,1,6.5
675,2025-05-02,Nordeste,Loja física,Móveis,Armário,1,1095.77,0.124,959.48,637.72,1,7.8
221,2025-05-28,Norte,Loja física,Beleza,Shampoo,3,117.76,0.177,290.82,146.24,1,8.2
35,2025-04-18,Sul,online,Eletrônicos,Fone Bluetooth,1,1220.56,0.095,1104.78,844.29,1,9.6
1394,2025-01-19,Sudeste,Online,Eletrônicos,Smartwatch,3,1312.5,0.468,2095.39,1602.67,1,6.5
655,2025-05-26,Nordeste,Loja física,Alimentos,Azeite,1,39.1,0.182,31.98,23.29,1,9.2
866,2025-07-01,Sudeste,Online,Alimentos,Azeite,4,45.39,0.099,163.58,119.2,1,7.4
1333,2025-02-26,Sudeste,Representante,Beleza,Perfume,4,93.46,0.28,269.12,137.01,1,10.0
357,2025-02-12,Sudeste,Online,Eletrônicos,Notebook,2,1805.38,0.171,2991.87,2157.77,1,9.6
965,2025-01-03,Norte,Representante,Eletrônicos,Tablet,2,2088.44,0.136,3608.29,2971.69,1,8.1
611,2025-05-12,Nordeste,loja fisica,Vestuário,Calça,2,112.65,0.096,203.76,114.76,0,3.9
867,2025-01-03,Sudeste,Online,Alimentos,Chocolate,3,40.59,0.32,82.82,62.82,1,7.1
167,2025-04-26,Nordeste,Marketplace,Beleza,Maquiagem,2,107.31,0.041,205.79,107.47,0,6.8
760,2025-05-31,Sudeste,Online,Móveis,Armário,2,1270.03,0.077,2343.48,1656.17,1,7.8
498,2025-10-06,Sul,Online,Beleza,Maquiagem,1,100.9,0.07,93.84,42.54,1,7.2
964,2025-03-18,Centro-Oeste,Loja física,Eletrônicos,Smartphone,1,1993.29,0.01,1973.69,1595.13,1,7.4
1427,2025-05-15,Sudeste,Loja física,Eletrônicos,Fone Bluetooth,1,2139.03,0.366,1356.99,996.53,1,7.8
785,2025-05-12,Sudeste,Representante,Alimentos,Café,1,55.43,0.03,53.76,39.01,1,8.9
124,2025-01-05,Sudeste,Loja física,Vestuário,Camisa,1,173.71,0.045,165.93,85.2,1,8.5
267,2025-04-23,Nordeste,Loja física,Eletrônicos,Fone Bluetooth,1,2352.39,0.115,2081.93,1754.5,1,9.1
1407,2025-01-08,Norte,Loja física,Alimentos,Chocolate,1,41.03,0.034,39.65,28.73,1,8.1
472,2025-05-18,Sudeste,Loja física,Móveis,Estante,1,602.51,0.046,574.82,387.49,0,7.1
1285,2025-02-06,Sul,Loja física,Alimentos,Suco,1,59.34,0.203,47.27,36.42,1,7.2
500,2025-03-15,Sudeste,Loja física,Vestuário,Camisa,2,325.66,0.088,594.14,332.79,1,8.4
333,2025-06-09,Centro-Oeste,Loja física,Beleza,Maquiagem,2,252.71,0.17,419.48,216.69,1,8.5
1438,2025-04-26,Norte,Marketplace,Eletrônicos,Tablet,1,1619.99,0.089,1475.24,1144.36,1,8.3
885,2025-01-25,Nordeste,Loja física,Eletrônicos,Tablet,1,1542.67,0.056,1456.61,1187.77,0,6.2
457,2025-02-16,Sudeste,Marketplace,Alimentos,Café,4,42.27,0.172,140.03,102.59,1,9.9
305,2025-01-27,Norte,Loja física,Eletrônicos,Notebook,2,2058.92,0.077,3799.01,2810.85,1,7.9
397,2025-02-23,Norte,ON-LINE,Móveis,Mesa,2,519.53,0.121,913.51,715.23,1,8.0
1387,2025-05-11,Nordeste,Marketplace,Móveis,Mesa,1,828.32,0.206,657.28,485.29,1,6.7
283,2025-06-10,Sudeste,Loja física,Vestuário,Camisa,1,215.43,0.084,197.32,110.36,1,10.0
1206,2025-01-30,Norte,Online,Móveis,Sofá,2,1360.47,0.261,2011.93,1403.51,1,7.2
1135,2025-02-15,Sul,Online,Alimentos,Chocolate,2,82.8,0.011,163.8,126.07,1,
528,2025-05-18,Nordeste,Marketplace,Alimentos,Azeite,3,36.48,0.008,108.53,77.46,1,8.6
1439,2025-06-16,Sul,Loja física,Móveis,Armário,1,1250.24,0.092,1135.73,798.75,1,8.7
707,2025-06-26,Sudeste,Marketplace,Móveis,Sofá,1,548.44,0.148,467.33,353.31,1,7.3
83,2025-06-03,Sul,Marketplace,Beleza,Hidratante,1,111.09,0.03,107.71,56.35,1,6.3
1263,2025-03-15,Norte,Online,Móveis,Sofá,1,1098.43,0.176,905.18,622.52,1,8.5
743,2025-02-04,Nordeste,Online,Alimentos,Biscoito,5,55.08,0.039,264.6,198.75,1,8.1
1107,2025-02-15,Norte,Online,Eletrônicos,Smartphone,1,1999.94,0.142,1715.17,1401.2,1,5.2
1344,2025-05-02,Sul,Marketplace,Beleza,Hidratante,1,110.77,0.231,85.17,43.36,1,9.3
982,2025-03-14,Sul,Loja física,Alimentos,Chocolate,2,49.24,0.106,88.06,66.74,1,8.5
1217,2025-06-15,Centro-Oeste,Marketplace,Alimentos,Café,3,44.77,0.044,128.4,98.17,1,10.0
847,2025-01-26,Norte,Marketplace,Vestuário,Tênis,1,173.33,0.131,150.56,82.47,0,6.0
1175,2025-03-29,Sudeste,Loja física,Móveis,Armário,2,615.06,0.067,1147.55,775.43,1,8.3
1097,2025-03-10,Sudeste,Online,Alimentos,Chocolate,1,46.43,0.299,32.57,25.13,1,10.0
703,2025-02-02,Norte,Loja física,Beleza,Hidratante,1,126.2,0.198,101.23,51.9,1,8.4
935,2025-04-23,Sul,Loja Fisica,Alimentos,Suco,2,51.17,0.028,99.48,74.66,1,6.8
85,2025-02-10,Sul,Marketplace,Beleza,Hidratante,2,136.56,0.043,261.26,126.91,1,7.6
994,2025-06-27,Sudeste,Online,Eletrônicos,Fone Bluetooth,1,2250.57,0.356,1448.38,1133.26,1,
873,2025-04-25,Nordeste,Representante,Vestuário,Vestido,1,250.66,0.105,224.3,120.91,1,7.5
1266,2025-05-31,Sul,Online,Beleza,Protetor solar,2,102.5,0.204,163.2,82.78,1,6.5
1054,2025-01-15,Sul,Loja física,Eletrônicos,Fone Bluetooth,1,1581.61,0.134,1370.38,1070.09,1,9.4
1205,2025-06-22,Sul,ON-LINE,Eletrônicos,Notebook,1,1711.31,0.09,1557.59,1254.52,1,9.0
235,2025-09-05,Sudeste,Loja física,Móveis,Estante,4,585.87,0.172,1939.91,1285.57,1,7.9
1420,2025-02-01,Sul,Marketplace,Eletrônicos,Notebook,1,1587.76,0.241,1205.32,954.68,1,8.4
1383,2025-02-11,Sudeste,Representante,Beleza,Maquiagem,1,74.73,0.32,50.78,26.42,1,6.9
39,2025-02-20,Norte,Loja física,Alimentos,Café,1,52.5,0.245,39.66,30.94,1,9.9
1397,2025-02-18,Sudeste,Loja física,Eletrônicos,Notebook,3,1578.85,0.064,4433.37,3702.23,1,6.7
1077,2025-04-19,Nordeste,Marketplace,Vestuário,Tênis,4,135.27,0.219,422.64,230.53,0,7.4
238,2025-05-31,Sudeste,Marketplace,Móveis,Mesa,1,944.95,0.271,689.23,456.76,1,7.0
320,2025-06-07,Sudeste,Online,Vestuário,Calça,2,155.49,0.131,270.29,148.06,1,9.7
1443,2025-01-14,Sul,Loja física,Vestuário,Vestido,1,204.43,0.136,176.57,98.61,1,
1497,2025-02-06,Norte,Marketplace,Eletrônicos,Smartphone,3,1594.8,0.159,4024.01,3129.84,1,
597,2025-01-27,Sudeste,Representante,Móveis,Estante,4,1120.15,0.311,3088.2,2142.92,1,8.3
503,2025-01-29,Nordeste,Online,Vestuário,Calça,1,150.43,0.124,131.83,71.28,1,9.0
1111,2025-04-14,Sul,Marketplace,Vestuário,Vestido,4,169.1,0.335,449.52,255.59,0,5.4
94,2025-05-09,Nordeste,Marketplace,Eletrônicos,Tablet,2,1251.9,0.181,2051.55,1559.69,1,9.5
745,2025-03-13,Sudeste,Loja física,Vestuário,Vestido,1,246.77,0.015,243.18,135.01,0,7.9
543,2025-04-15,Centro-Oeste,Loja física,Vestuário,Jaqueta,4,315.43,0.085,1154.19,632.8,1,8.5
1310,2025-04-19,Sul,Loja física,Eletrônicos,Smartphone,3,1465.51,0.336,3173.71,2275.4,1,9.5
1327,2025-03-17,Sudeste,Marketplace,Vestuário,Vestido,4,139.63,0.191,452.07,258.88,1,9.7
1225,2025-04-13,Centro-Oeste,Marketplace,Móveis,Armário,2,1039.71,0.044,1988.41,1277.21,1,7.8
118,2025-04-14,Norte,Marketplace,Beleza,Protetor solar,3,192.04,0.249,432.78,244.96,1,9.5
285,2025-02-02,Nordeste,Loja física,Alimentos,Biscoito,1,43.16,0.045,41.24,31.09,0,7.3
1117,2025-03-09,Sul,Loja física,Vestuário,Tênis,1,228.34,0.101,205.24,115.18,1,10.0
190,2025-04-11,Centro-Oeste,Online,Vestuário,Tênis,2,115.44,0.034,223.03,116.72,1,8.8
332,2025-04-26,Sudeste,Loja física,Eletrônicos,Tablet,1,1760.72,0.107,1572.05,1160.51,1,7.3
595,2025-05-17,Sudeste,Loja física,Beleza,Hidratante,5,74.09,0.131,321.81,159.99,1,8.4
1015,2025-02-04,Norte,Marketplace,Alimentos,Suco,3,49.71,0.088,135.99,100.96,1,9.6
1405,2025-03-21,Sudeste,Online,Eletrônicos,Notebook,2,1818.14,0.146,3105.71,2368.36,1,10.0
1398,2025-01-17,Sudeste,Online,Vestuário,Tênis,5,328.48,0.114,1455.39,800.44,1,7.2
4,2025-01-15,Sul,online,Eletrônicos,Smartphone,6,2486.54,0.039,14340.66,10926.93,0,8.3
32,2025-01-15,Sudeste,Marketplace,Móveis,Armário,2,574.09,0.142,984.59,698.74,1,8.4
1402,2025-02-16,Sudeste,Online,Eletrônicos,Fone Bluetooth,1,1940.08,0.174,1603.24,1290.37,1,8.7
1449,2025-11-05,Sudeste,Loja física,Alimentos,Suco,3,45.68,0.088,124.93,94.04,1,10.0
767,2025-06-15,Sudeste,Online,Beleza,Maquiagem,1,152.85,0.268,111.87,56.34,0,
1085,2025-03-09,Sudeste,Online,Alimentos,Azeite,2,49.47,0.175,81.62,57.83,1,8.9
709,2025-03-26,Sudeste,Online,Eletrônicos,Smartphone,1,3301.58,0.184,2692.59,2185.33,1,9.1
688,2025-06-06,Nordeste,Marketplace,Eletrônicos,Notebook,2,1480.55,0.123,2596.12,2100.15,1,6.4
147,2025-03-27,Norte,Online,Eletrônicos,Notebook,2,2103.33,0.168,3499.23,2691.07,1,10.0
1410,2025-04-28,Sudeste,Loja física,Beleza,Hidratante,2,104.42,0.072,193.84,99.29,1,
526,2025-01-21,Centro-Oeste,Marketplace,Beleza,Perfume,5,119.89,0.074,554.92,272.2,1,8.0
945,2025-05-13,Sudeste,Loja física,Beleza,Maquiagem,3,160.45,0.166,401.33,213.36,0,4.1
1378,2025-01-17,Sudeste, loja física ,Alimentos,Café,1,32.01,0.331,21.4,16.1,1,8.0
1434,2025-06-25,Nordeste,Loja física,Móveis,Estante,2,727.04,0.186,1183.29,838.89,1,8.6
1030,2025-02-08,Nordeste,Online,Vestuário,Camisa,2,127.97,0.183,209.12,116.35,1,7.9
1423,2025-05-25,Sul,Online,Eletrônicos,Smartphone,1,1289.4,0.102,1157.9,869.73,0,7.1
1351,2025-02-05,Sul,Representante,Vestuário,Calça,2,146.95,0.181,240.62,126.98,1,6.8
125,2025-05-22,Sudeste,Loja física,Alimentos,Suco,1,65.72,0.044,62.8,44.42,1,8.7
587,2025-01-09,Nordeste,Loja física,Vestuário,Calça,5,230.2,0.36,736.63,401.32,1,7.7
232,2025-02-08,Sudeste,Online,Alimentos,Biscoito,5,30.46,0.122,133.71,96.12,1,9.2
