ID;escolaridade;idade;luz;renda_pc;tratado;conjuge;tempo
2680;2;31;1;262;1;1;0
2689;7;31;1;1333;1;1;0
2625;2;32;1;0;0;1;0
2629;3;32;1;0;0;1;0
2621;3;32;1;40;0;1;0
2650;1;32;1;43;0;1;0
2620;4;32;1;48;0;1;0
2630;2;32;1;50;0;1;0
2623;4;32;0;57;0;1;0
2649;2;32;1;69;0;1;0
2643;2;32;1;83;0;1;0
2624;2;32;0;100;0;1;0
2648;2;32;1;100;0;1;0
2651;5;32;1;100;0;0;0
2652;4;32;1;128;0;1;0
2622;6;32;1;150;0;0;0
2627;2;32;1;156;0;1;0
2645;2;32;1;170;0;1;0
2619;4;32;1;250;0;1;0
2628;4;32;1;340;0;1;0
2653;1;32;1;400;0;0;0
2626;4;32;1;400;0;0;0
2647;4;32;1;550;0;0;0
2644;5;32;1;567;0;1;0
2646;3;32;1;1000;0;1;0
2633;2;32;1;22;1;1;0
2636;2;32;1;50;1;1;0
2640;2;32;1;52;1;1;0
2641;3;32;1;66;1;1;0
2635;4;32;1;67;1;1;0
2634;3;32;1;102;1;1;0
2638;7;32;1;170;1;1;0
2637;3;32;1;200;1;1;0
2642;3;32;1;200;1;1;0
2632;7;32;1;200;1;1;0
2639;3;32;1;233;1;1;0
2631;3;32;1;1000;1;1;0
2593;2;33;1;0;0;1;0
2590;4;33;1;0;0;1;0
2577;2;33;1;22;0;1;0
2614;1;33;1;40;0;1;0
2579;6;33;1;64;0;1;0
2618;2;33;1;75;0;0;0
2582;3;33;1;78;0;1;0
2578;7;33;1;100;0;1;0
2573;2;33;1;102;0;1;0
2575;3;33;1;128;0;1;0
2616;4;33;1;128;0;1;0
2594;2;33;1;128;0;1;0
2592;2;33;1;130;0;1;0
2587;6;33;1;133;0;1;0
2571;3;33;1;160;0;1;0
2584;2;33;1;167;0;1;0
2589;2;33;1;170;0;1;0
512;2;33;1;170;0;1;0
2586;2;33;1;186;0;1;0
524;3;33;1;196;0;1;0
2574;6;33;1;200;0;1;0
509;2;33;1;202;0;1;0
2585;2;33;1;204;0;1;0
518;2;33;1;204;0;1;0
517;7;33;1;204;0;1;0
2576;7;33;1;250;0;1;0
2591;2;33;1;273;0;1;0
519;1;33;1;293;0;1;0
2583;4;33;1;300;0;1;0
2588;5;33;0;300;0;1;0
508;4;33;1;340;0;1;0
505;2;33;1;343;0;1;0
520;3;33;1;400;0;1;0
2572;2;33;1;410;0;1;0
507;1;33;1;510;0;1;0
2615;2;33;1;510;0;0;0
506;2;33;1;510;0;1;0
516;2;33;1;510;0;1;0
525;2;33;1;510;0;1;0
526;7;33;1;510;0;1;0
2617;1;33;1;550;0;1;0
523;1;33;1;560;0;1;0
2580;3;33;1;567;0;1;0
2581;3;33;1;667;0;1;0
2598;2;33;1;0;1;1;0
2604;2;33;1;0;1;1;0
2608;4;33;1;0;1;1;0
2596;5;33;1;0;1;1;0
2607;2;33;1;53;1;1;0
539;1;33;1;75;1;1;0
2612;2;33;1;75;1;1;0
558;2;33;1;124;1;1;0
2602;3;33;1;124;1;1;0
2603;3;33;0;128;1;1;0
2605;3;33;1;128;1;1;0
2611;5;33;1;133;1;1;0
2609;2;33;1;170;1;1;0
544;2;33;1;170;1;1;0
534;2;33;1;204;1;1;0
2606;4;33;1;213;1;1;0
536;2;33;1;255;1;1;0
2597;2;33;1;300;1;1;0
2610;3;33;1;333;1;1;0
554;2;33;1;333;1;1;0
553;2;33;1;340;1;1;0
560;5;33;1;340;1;1;0
531;1;33;1;377;1;1;0
547;3;33;1;387;1;1;0
529;2;33;1;430;1;1;0
2613;4;33;1;478;1;0;0
532;2;33;1;510;1;1;0
546;2;33;1;510;1;1;0
543;3;33;1;510;1;1;0
2595;7;33;1;567;1;1;0
533;3;33;1;575;1;1;0
549;2;33;1;607;1;1;0
2600;3;33;1;610;1;1;0
2601;7;33;1;610;1;1;0
2599;3;33;1;1250;1;1;0
2519;7;34;1;0;0;1;0
2518;3;34;1;28;0;1;0
2523;2;34;1;50;0;1;0
2568;2;34;1;50;0;1;0
2564;2;34;1;77;0;1;0
2515;2;34;1;80;0;1;0
2517;2;34;1;83;0;1;0
2534;2;34;1;87;0;1;0
2562;2;34;1;96;0;1;0
2522;3;34;1;125;0;1;0
2570;3;34;1;138;0;1;0
2529;1;34;1;150;0;1;0
2516;4;34;1;156;0;1;0
2569;2;34;1;167;0;1;0
397;2;34;1;170;0;1;0
2527;3;34;1;178;0;1;0
2521;4;34;1;187;0;1;0
2532;2;34;1;200;0;1;0
2526;5;34;1;200;0;1;0
2530;2;34;1;201;0;1;0
2536;6;34;1;202;0;1;0
2514;6;34;1;228;0;1;0
2520;7;34;1;237;0;0;0
2528;2;34;1;247;0;1;0
404;1;34;1;255;0;1;0
401;2;34;1;255;0;1;0
410;2;34;1;255;0;1;0
400;3;34;1;255;0;1;0
2525;7;34;1;255;0;1;0
413;3;34;1;261;0;1;0
2524;4;34;1;267;0;1;0
412;2;34;1;285;0;1;0
408;2;34;1;346;0;0;0
2531;3;34;1;467;0;1;0
403;2;34;1;500;0;1;0
406;1;34;1;510;0;1;0
405;2;34;1;510;0;1;0
2567;3;34;1;510;0;0;0
2563;5;34;1;550;0;1;0
2566;7;34;1;550;0;0;0
2533;2;34;1;556;0;1;0
2565;7;34;1;574;0;0;0
2535;4;34;1;625;0;1;0
402;3;34;1;700;0;0;0
2544;2;34;1;0;1;1;0
2549;3;34;1;0;1;1;0
2560;4;34;1;0;1;1;0
2556;6;34;1;0;1;1;0
2540;1;34;1;33;1;1;0
2547;1;34;1;47;1;1;0
2541;4;34;1;50;1;1;0
2543;2;34;1;75;1;1;0
2552;2;34;1;75;1;1;0
447;1;34;1;85;1;1;0
2545;5;34;1;90;1;1;0
2546;5;34;1;100;1;1;0
2538;3;34;1;117;1;1;0
2551;4;34;1;120;1;1;0
2542;6;34;1;128;1;1;0
2559;3;34;1;128;1;1;0
421;3;34;1;158;1;0;0
2558;4;34;1;170;1;1;0
2555;4;34;1;170;1;1;0
2550;5;34;1;172;1;1;0
423;2;34;1;173;1;1;0
2561;4;34;1;233;1;1;0
427;2;34;1;240;1;1;0
425;1;34;1;255;1;1;0
430;1;34;1;255;1;1;0
437;1;34;1;255;1;1;0
440;1;34;1;255;1;1;0
414;2;34;1;255;1;0;0
426;2;34;1;255;1;0;0
432;2;34;1;255;1;0;0
418;2;34;1;255;1;1;0
438;2;34;1;255;1;1;0
431;7;34;1;287;1;0;0
2537;5;34;1;300;1;1;0
417;3;34;1;303;1;1;0
416;2;34;1;306;1;0;0
2539;3;34;1;314;1;1;0
2548;5;34;1;333;1;1;0
448;1;34;1;340;1;1;0
433;2;34;1;340;1;1;0
435;2;34;1;340;1;1;0
429;2;34;1;417;1;1;0
434;2;34;1;433;1;1;0
420;1;34;1;510;1;0;0
444;3;34;1;510;1;0;0
2554;4;34;0;510;1;1;0
445;1;34;1;525;1;0;0
2557;2;34;1;875;1;1;0
2553;5;34;1;1000;1;1;0
2476;1;35;1;40;0;1;0
2468;2;35;1;60;0;1;0
2475;2;35;1;63;0;1;0
334;2;35;1;83;0;1;0
2512;2;35;1;100;0;1;0
2463;2;35;1;103;0;1;0
2482;2;35;1;109;0;1;0
2472;6;35;0;113;0;0;0
2467;4;35;1;114;0;1;0
2471;5;35;0;133;0;1;0
2481;2;35;1;136;0;1;0
2477;2;35;1;143;0;1;0
332;2;35;1;150;0;1;0
2470;2;35;1;167;0;1;0
304;1;35;1;170;0;0;0
2479;2;35;1;170;0;0;0
268;2;35;1;170;0;1;0
2466;3;35;1;191;0;1;0
298;2;35;1;198;0;1;0
2478;2;35;1;200;0;1;0
2469;3;35;1;203;0;1;0
272;4;35;1;242;0;1;0
2465;6;35;1;247;0;1;0
303;1;35;1;255;0;1;0
329;2;35;1;255;0;1;0
275;2;35;1;255;0;1;0
2464;2;35;1;278;0;1;0
2480;3;35;1;328;0;1;0
2473;3;35;1;333;0;1;0
269;1;35;1;350;0;0;0
2483;4;35;1;360;0;1;0
297;2;35;1;380;0;1;0
2513;7;35;1;470;0;1;0
305;7;35;1;500;0;1;0
328;1;35;1;510;0;1;0
299;1;35;1;510;0;1;0
2474;2;35;1;510;0;0;0
323;2;35;1;510;0;1;0
325;2;35;1;510;0;1;0
300;1;35;1;555;0;0;0
330;2;35;1;560;0;1;0
320;3;35;1;580;0;1;0
321;1;35;1;590;0;1;0
302;3;35;1;673;0;0;0
301;2;35;1;680;0;1;0
306;2;35;1;707;0;1;0
322;2;35;1;900;0;1;0
2491;1;35;1;0;1;1;0
2484;2;35;1;0;1;1;0
2496;2;35;1;0;1;1;0
285;3;35;1;0;1;1;0
2485;5;35;1;50;1;1;0
2497;3;35;1;80;1;1;0
2502;3;35;1;90;1;1;0
2503;2;35;1;102;1;1;0
2495;4;35;1;140;1;1;0
282;4;35;1;146;1;1;0
2486;3;35;1;160;1;1;0
2504;3;35;1;170;1;1;0
2487;2;35;1;175;1;1;0
2509;7;35;1;175;1;1;0
2498;4;35;1;187;1;1;0
354;1;35;1;193;1;1;0
2501;4;35;1;200;1;1;0
2494;3;35;1;203;1;1;0
2492;2;35;1;212;1;1;0
314;1;35;1;228;1;0;0
279;2;35;1;231;1;1;0
2493;4;35;1;233;1;1;0
2490;3;35;1;255;1;1;0
319;2;35;1;255;1;1;0
296;1;35;1;278;1;0;0
317;2;35;1;337;1;0;0
311;1;35;1;340;1;1;0
316;2;35;1;340;1;1;0
361;1;35;1;360;1;1;0
2508;3;35;1;375;1;1;0
2507;7;35;1;408;1;1;0
307;3;35;1;418;1;1;0
2510;2;35;1;433;1;0;0
351;2;35;1;450;1;1;0
2506;7;35;1;453;1;1;0
2489;6;35;1;467;1;1;0
359;1;35;1;473;1;0;0
346;2;35;1;473;1;1;0
341;3;35;1;478;1;1;0
358;1;35;1;510;1;1;0
309;1;35;1;510;1;1;0
313;1;35;1;510;1;1;0
287;2;35;0;510;1;1;0
338;2;35;1;510;1;1;0
352;2;35;1;510;1;1;0
360;2;35;1;510;1;1;0
318;2;35;1;510;1;1;0
294;3;35;1;510;1;0;0
2511;3;35;1;550;1;0;0
342;2;35;1;580;1;1;0
315;2;35;1;580;1;1;0
350;2;35;1;600;1;1;0
344;2;35;1;603;1;1;0
295;2;35;1;610;1;0;0
2488;4;35;1;610;1;1;0
348;3;35;1;640;1;1;0
2505;5;35;1;667;1;1;0
357;2;35;1;673;1;1;0
312;2;35;1;685;1;0;0
349;1;35;1;737;1;1;0
310;5;35;1;765;1;0;0
292;3;35;1;800;1;0;0
2500;7;35;1;800;1;1;0
284;5;35;1;825;1;0;0
308;2;35;1;955;1;1;0
2499;7;35;1;1433;1;0;0
353;7;35;1;1500;1;1;0
2415;2;36;1;0;0;1;0
2404;3;36;1;0;0;1;0
2405;4;36;1;0;0;1;0
2417;7;36;1;0;0;0;0
2408;2;36;1;26;0;1;0
2410;1;36;1;30;0;1;0
2419;1;36;1;80;0;1;0
2394;2;36;1;88;0;1;0
2397;3;36;1;90;0;1;0
2403;4;36;1;117;0;1;0
2401;4;36;1;120;0;1;0
2402;3;36;1;128;0;1;0
2400;3;36;1;128;0;1;0
2411;2;36;1;135;0;1;0
2398;3;36;1;150;0;1;0
2418;2;36;1;165;0;1;0
2412;2;36;1;200;0;0;0
2416;3;36;1;200;0;1;0
2407;7;36;1;202;0;0;0
2393;3;36;1;218;0;1;0
2395;4;36;1;224;0;1;0
2409;7;36;1;400;0;1;0
2413;2;36;1;404;0;1;0
2396;7;36;1;455;0;1;0
2414;7;36;1;510;0;1;0
2399;4;36;1;667;0;1;0
2406;5;36;1;1500;0;0;0
2456;2;36;1;0;1;1;0
2429;3;36;1;0;1;1;0
2447;3;36;1;0;1;1;0
2449;3;36;1;0;1;1;0
2446;6;36;1;0;1;1;0
2433;2;36;1;28;1;1;0
2437;2;36;1;51;1;1;0
2435;2;36;1;51;1;1;0
2423;2;36;1;85;1;1;0
2460;3;36;1;86;1;1;0
2430;7;36;1;100;1;1;0
2458;3;36;1;102;1;1;0
2462;1;36;1;103;1;1;0
2422;2;36;1;122;1;1;0
2454;2;36;1;128;1;1;0
2431;4;36;1;128;1;0;0
2421;3;36;1;141;1;1;0
2445;2;36;1;144;1;1;0
2434;3;36;1;147;1;1;0
2426;6;36;1;152;1;1;0
2425;3;36;1;165;1;1;0
2451;3;36;1;167;1;1;0
2448;2;36;1;170;1;1;0
2459;2;36;1;180;1;0;0
2436;3;36;1;190;1;1;0
2428;2;36;1;200;1;1;0
2450;4;36;1;243;1;0;0
2444;2;36;1;244;1;0;0
2427;5;36;1;255;1;1;0
2441;2;36;1;275;1;1;0
2452;3;36;1;300;1;1;0
2420;3;36;1;380;1;0;0
2457;2;36;1;500;1;0;0
2424;8;36;1;503;1;0;0
2455;3;36;1;550;1;0;0
2453;4;36;1;550;1;0;0
2442;3;36;1;610;1;1;0
2440;4;36;0;610;1;1;0
2432;7;36;1;667;1;1;0
2461;2;36;1;1000;1;0;0
2438;8;36;1;1000;1;0;0
2439;3;36;1;1306;1;1;0
2443;7;36;1;1333;1;1;0
2352;1;37;1;0;0;1;0
2343;2;37;1;28;0;1;0
2336;2;37;1;33;0;1;0
2345;2;37;1;45;0;1;0
2349;2;37;1;56;0;1;0
2337;3;37;1;125;0;1;0
2346;3;37;1;128;0;1;0
2351;7;37;1;128;0;1;0
2342;4;37;1;175;0;1;0
2353;2;37;1;179;0;1;0
2335;4;37;1;200;0;1;0
2350;5;37;1;200;0;1;0
2344;7;37;1;200;0;1;0
2339;2;37;1;255;0;1;0
2347;1;37;1;333;0;1;0
2348;4;37;1;333;0;1;0
2355;4;37;1;378;0;1;0
2340;3;37;1;383;0;1;0
2354;5;37;1;500;0;1;0
2341;3;37;1;505;0;1;0
2356;3;37;1;750;0;1;0
2338;3;37;1;4000;0;1;0
2377;2;37;1;0;1;1;0
2364;3;37;1;0;1;1;0
2362;2;37;1;20;1;1;0
2358;4;37;1;63;1;1;0
2385;2;37;1;67;1;1;0
2387;1;37;1;83;1;1;0
2369;4;37;1;88;1;1;0
2378;4;37;1;100;1;1;0
2382;2;37;1;118;1;1;0
2376;3;37;1;120;1;1;0
2386;3;37;1;128;1;1;0
2366;3;37;1;128;1;1;0
2379;4;37;1;160;1;1;0
2363;2;37;1;167;1;1;0
2389;4;37;1;170;1;1;0
2367;2;37;1;175;1;1;0
2381;3;37;1;175;1;1;0
2365;3;37;1;180;1;1;0
2371;4;37;1;203;1;1;0
2372;3;37;1;210;1;1;0
2370;6;37;1;250;1;1;0
2373;6;37;1;250;1;1;0
2374;4;37;1;255;1;1;0
2380;7;37;1;255;1;1;0
2392;3;37;1;269;1;1;0
2357;2;37;1;300;1;1;0
2359;3;37;1;320;1;1;0
2375;2;37;1;333;1;1;0
2383;4;37;1;362;1;1;0
2361;2;37;1;470;1;0;0
2391;4;37;1;503;1;1;0
2360;3;37;1;505;1;1;0
2390;7;37;1;510;1;0;0
2388;8;37;1;710;1;1;0
2384;7;37;1;728;1;0;0
2368;4;37;1;1267;1;1;0
2270;3;38;1;0;0;1;0
2290;3;38;1;0;0;1;0
2289;2;38;1;50;0;1;0
2273;3;38;1;50;0;1;0
2283;7;38;1;57;0;1;0
2287;3;38;1;63;0;0;0
2272;1;38;1;80;0;1;0
2274;4;38;1;88;0;1;0
2278;3;38;1;100;0;1;0
2271;4;38;1;100;0;1;0
2263;4;38;1;102;0;1;0
2260;3;38;1;110;0;1;0
2275;3;38;1;128;0;1;0
2285;2;38;1;131;0;1;0
2264;2;38;1;133;0;1;0
2279;2;38;1;138;0;1;0
2267;2;38;1;140;0;1;0
2277;1;38;1;150;0;1;0
2258;2;38;1;150;0;1;0
2265;2;38;1;150;0;1;0
2288;2;38;1;167;0;1;0
2262;1;38;1;200;0;1;0
2286;5;38;1;200;0;1;0
2276;2;38;1;250;0;1;0
2257;3;38;1;250;0;1;0
2259;3;38;1;253;0;1;0
2284;1;38;1;267;0;1;0
2261;3;38;1;298;0;1;0
2266;7;38;1;328;0;1;0
2280;4;38;1;340;0;1;0
2269;3;38;1;360;0;1;0
2281;7;38;1;380;0;1;0
2268;4;38;1;433;0;1;0
2282;5;38;1;1003;0;1;0
2297;4;38;1;0;1;1;0
2307;5;38;1;0;1;1;0
2334;5;38;1;0;1;1;0
2292;3;38;1;27;1;1;0
2331;5;38;1;41;1;1;0
2314;2;38;1;50;1;1;0
2299;2;38;1;85;1;1;0
2304;2;38;1;88;1;1;0
2320;2;38;1;90;1;1;0
2303;3;38;1;100;1;1;0
2332;4;38;1;118;1;1;0
2296;2;38;1;125;1;1;0
2330;1;38;1;127;1;1;0
2329;1;38;1;128;1;1;0
2313;3;38;1;128;1;1;0
2294;7;38;1;128;1;1;0
2317;4;38;1;133;1;1;0
2291;2;38;1;139;1;1;0
2311;4;38;1;150;1;1;0
2301;7;38;1;150;1;1;0
2293;3;38;1;167;1;1;0
2328;7;38;1;182;1;1;0
2322;2;38;1;200;1;1;0
2305;4;38;1;204;1;1;0
2323;4;38;1;220;1;1;0
2325;4;38;1;237;1;0;0
2300;2;38;1;240;1;1;0
2302;4;38;1;255;1;1;0
2309;2;38;1;260;1;1;0
2319;7;38;1;281;1;1;0
2310;3;38;1;300;1;1;0
2321;3;38;1;325;1;1;0
2316;5;38;1;333;1;1;0
2327;2;38;1;350;1;0;0
2326;2;38;1;383;1;1;0
2295;2;38;1;400;1;0;0
2306;7;38;1;467;1;1;0
2308;2;38;1;500;1;1;0
2318;5;38;0;500;1;1;0
2324;5;38;1;500;1;1;0
2315;5;38;0;610;1;0;0
2333;5;38;1;1000;1;1;0
2312;3;38;1;1004;1;1;0
2298;4;38;1;2667;1;1;0
2214;2;39;1;0;0;1;0
2212;4;39;0;44;0;0;0
2210;3;39;1;50;0;1;0
2209;3;39;1;80;0;1;0
2225;3;39;1;97;0;1;0
2211;1;39;1;122;0;1;0
478;1;39;1;137;0;1;0
2203;3;39;1;143;0;1;0
2223;2;39;1;167;0;1;0
2200;2;39;1;170;0;1;0
2213;8;39;1;183;0;1;0
2224;2;39;1;191;0;1;0
2204;4;39;1;191;0;1;0
2205;2;39;1;200;0;1;0
2206;2;39;1;200;0;1;0
510;2;39;1;200;0;1;0
515;2;39;1;200;0;1;0
458;2;39;1;200;0;1;0
2219;3;39;1;200;0;0;0
2215;7;39;1;200;0;0;0
473;1;39;1;255;0;1;0
466;2;39;1;255;0;1;0
471;2;39;1;255;0;1;0
472;2;39;1;255;0;1;0
2218;4;39;1;255;0;1;0
463;1;39;1;320;0;1;0
2221;2;39;1;330;0;1;0
2202;5;39;1;338;0;1;0
464;1;39;1;340;0;1;0
474;3;39;1;340;0;1;0
455;2;39;1;365;0;1;0
460;2;39;1;380;0;0;0
452;2;39;1;380;0;1;0
470;2;39;1;383;0;1;0
2220;2;39;1;405;0;1;0
2217;7;39;1;500;0;1;0
456;2;39;1;510;0;0;0
467;3;39;0;510;0;1;0
2207;5;39;1;576;0;0;0
511;3;39;1;630;0;1;0
2201;3;39;1;750;0;0;0
2216;2;39;1;767;0;0;0
453;4;39;1;833;0;0;0
2208;3;39;1;1250;0;1;0
2222;5;39;1;2500;0;1;0
2245;2;39;1;0;1;1;0
2247;2;39;1;0;1;1;0
2249;3;39;1;0;1;1;0
2232;1;39;1;19;1;1;0
2233;1;39;1;21;1;1;0
2256;4;39;1;40;1;1;0
2235;2;39;1;45;1;1;0
2238;1;39;1;61;1;1;0
2252;2;39;1;64;1;1;0
2255;3;39;1;75;1;1;0
2226;5;39;1;83;1;1;0
502;3;39;1;93;1;1;0
2236;2;39;1;100;1;1;0
2234;5;39;1;100;1;1;0
504;1;39;1;104;1;1;0
2231;2;39;1;111;1;1;0
2244;1;39;1;123;1;1;0
2246;2;39;1;125;1;1;0
2250;3;39;1;133;1;1;0
479;3;39;1;143;1;1;0
2239;4;39;0;150;1;0;0
496;2;39;1;170;1;0;0
2237;3;39;1;170;1;0;0
2230;3;39;1;170;1;1;0
2240;1;39;1;200;1;1;0
2227;4;39;0;200;1;1;0
2248;4;39;1;250;1;1;0
485;1;39;0;255;1;1;0
556;1;39;1;255;1;1;0
487;1;39;1;255;1;1;0
493;1;39;1;255;1;1;0
2254;6;39;1;255;1;0;0
2242;2;39;1;375;1;1;0
486;1;39;1;380;1;1;0
497;1;39;1;405;1;1;0
2243;3;39;1;433;1;1;0
559;5;39;1;500;1;0;0
557;1;39;1;510;1;0;0
503;1;39;1;510;1;0;0
480;2;39;1;510;1;0;0
2228;2;39;1;552;1;1;0
550;2;39;1;607;1;1;0
530;7;39;1;650;1;1;0
2251;7;39;1;667;1;1;0
498;2;39;1;700;1;0;0
2241;2;39;1;767;1;0;0
548;2;39;1;1000;1;1;0
2229;7;39;1;1020;1;1;0
2253;8;39;1;2000;1;0;0
2133;3;40;1;0;0;1;0
2159;4;40;1;0;0;1;0
2136;5;40;1;0;0;1;0
2138;2;40;1;19;0;1;0
2155;5;40;1;23;0;1;0
2144;3;40;0;31;0;1;0
2161;1;40;1;52;0;1;0
2141;2;40;1;83;0;1;0
2147;2;40;1;100;0;1;0
2135;8;40;1;100;0;0;0
2156;2;40;1;102;0;1;0
2160;2;40;1;115;0;1;0
2153;2;40;1;120;0;1;0
129;1;40;1;125;0;0;0
2158;3;40;1;125;0;1;0
2143;4;40;1;125;0;1;0
2145;2;40;1;127;0;1;0
2142;2;40;1;128;0;1;0
2150;6;40;1;152;0;1;0
2139;5;40;1;160;0;1;0
127;2;40;1;181;0;1;0
2149;2;40;1;200;0;1;0
2154;5;40;1;200;0;1;0
2140;4;40;1;203;0;1;0
2152;2;40;1;230;0;1;0
2157;2;40;1;250;0;1;0
104;3;40;1;250;0;1;0
2132;6;40;1;255;0;1;0
2128;3;40;1;264;0;1;0
2146;3;40;1;300;0;1;0
2151;4;40;1;300;0;1;0
109;3;40;1;304;0;1;0
110;3;40;1;315;0;1;0
2137;5;40;1;333;0;1;0
134;2;40;1;340;0;1;0
130;2;40;1;378;0;1;0
105;2;40;1;383;0;1;0
2131;7;40;1;400;0;1;0
128;2;40;1;429;0;1;0
126;2;40;1;455;0;0;0
2148;7;40;1;503;0;1;0
107;1;40;1;510;0;1;0
133;2;40;1;510;0;1;0
108;3;40;1;510;0;1;0
2129;4;40;1;546;0;1;0
2134;5;40;1;667;0;1;0
2130;7;40;1;783;0;0;0
132;2;40;1;960;0;0;0
148;2;40;1;1340;0;1;0
131;6;40;1;3430;0;1;0
2176;2;40;1;0;1;1;0
2189;4;40;1;0;1;1;0
2168;1;40;1;28;1;1;0
2164;1;40;1;50;1;1;0
2184;4;40;1;66;1;1;0
2174;2;40;1;70;1;1;0
2173;1;40;1;75;1;1;0
2175;2;40;1;75;1;1;0
2182;2;40;1;75;1;1;0
2167;2;40;1;80;1;1;0
2192;3;40;1;80;1;1;0
2185;7;40;1;85;1;1;0
2187;2;40;1;88;1;1;0
2170;2;40;1;90;1;1;0
2199;2;40;1;96;1;1;0
2166;4;40;1;100;1;1;0
2191;2;40;1;104;1;1;0
2171;1;40;1;110;1;1;0
2194;3;40;1;113;1;1;0
2162;2;40;1;124;1;1;0
2190;5;40;1;127;1;1;0
138;1;40;1;128;1;0;0
2197;1;40;1;128;1;1;0
2177;2;40;1;128;1;1;0
2163;4;40;1;128;1;1;0
118;4;40;1;128;1;1;0
2183;1;40;1;145;1;1;0
2193;2;40;1;145;1;1;0
2172;3;40;1;158;1;1;0
119;2;40;1;170;1;0;0
2196;4;40;1;170;1;0;0
2195;2;40;1;175;1;1;0
2186;2;40;1;184;1;1;0
2198;4;40;1;200;1;0;0
2188;3;40;1;238;1;1;0
2178;2;40;1;242;1;1;0
2181;1;40;1;255;1;1;0
111;2;40;1;255;1;1;0
2180;2;40;1;285;1;1;0
112;3;40;0;300;1;1;0
2179;7;40;1;300;1;1;0
137;1;40;1;340;1;1;0
117;2;40;1;353;1;1;0
2169;2;40;1;383;1;1;0
136;2;40;1;396;1;1;0
115;1;40;1;425;1;1;0
120;2;40;1;503;1;0;0
166;1;40;1;510;1;1;0
173;1;40;1;510;1;1;0
116;1;40;1;510;1;1;0
143;2;40;1;510;1;0;0
144;2;40;1;510;1;0;0
167;2;40;1;510;1;1;0
169;2;40;1;510;1;1;0
114;2;40;1;510;1;1;0
142;3;40;1;510;1;0;0
174;3;40;1;510;1;1;0
124;1;40;1;516;1;0;0
170;2;40;1;540;1;1;0
140;3;40;1;555;1;0;0
141;2;40;1;648;1;1;0
139;3;40;1;1010;1;1;0
163;2;40;1;1755;1;1;0
2165;7;40;1;1767;1;0;0
145;5;40;1;2000;1;1;0
135;4;40;1;2333;1;1;0
156;4;40;1;2533;1;1;0
2086;2;41;0;0;0;1;0
2071;2;41;1;0;0;1;0
2061;3;41;1;0;0;1;0
2085;3;41;1;0;0;1;0
2074;3;41;1;18;0;1;0
2083;7;41;1;50;0;1;0
2090;1;41;1;73;0;1;0
2084;3;41;0;80;0;1;0
2065;2;41;1;85;0;0;0
2080;2;41;1;100;0;0;0
2077;3;41;1;100;0;1;0
2091;3;41;1;102;0;1;0
2078;2;41;1;102;0;0;0
2092;3;41;1;108;0;1;0
2079;2;41;1;108;0;1;0
2075;2;41;1;110;0;1;0
2070;3;41;1;130;0;1;0
2081;5;41;1;130;0;1;0
2067;4;41;1;133;0;1;0
2072;3;41;1;136;0;0;0
2069;3;41;1;160;0;1;0
2068;4;41;1;178;0;1;0
2063;7;41;1;179;0;1;0
2073;2;41;1;200;0;1;0
2062;5;41;1;217;0;1;0
2076;8;41;1;236;0;1;0
2087;1;41;1;250;0;1;0
2082;4;41;1;300;0;1;0
2064;2;41;1;375;0;1;0
2089;7;41;1;670;0;0;0
2088;2;41;1;1102;0;1;0
2066;7;41;1;1140;0;1;0
2120;1;41;1;0;1;1;0
2107;3;41;1;0;1;1;0
2116;2;41;1;17;1;1;0
2112;1;41;1;46;1;1;0
2119;1;41;1;46;1;1;0
2117;2;41;1;57;1;1;0
2111;2;41;1;67;1;1;0
2110;3;41;1;67;1;1;0
2094;3;41;1;78;1;1;0
2096;4;41;1;88;1;1;0
2121;2;41;1;130;1;1;0
2118;3;41;1;132;1;1;0
2093;3;41;1;150;1;1;0
2122;4;41;1;152;1;1;0
2127;5;41;1;188;1;1;0
2123;2;41;1;204;1;1;0
2102;4;41;1;220;1;1;0
2101;3;41;1;222;1;1;0
2108;7;41;1;240;1;1;0
2113;3;41;1;250;1;1;0
2114;2;41;1;275;1;0;0
2095;2;41;1;300;1;1;0
2098;5;41;1;311;1;1;0
2125;2;41;1;367;1;1;0
2104;7;41;1;373;1;1;0
2105;5;41;1;375;1;1;0
2106;7;41;1;383;1;1;0
2109;2;41;1;440;1;0;0
2097;3;41;1;483;1;1;0
2115;3;41;1;510;1;1;0
2103;2;41;1;530;1;1;0
2126;2;41;1;550;1;1;0
2100;8;41;1;675;1;1;0
2124;3;41;1;1200;1;0;0
2099;4;41;1;1600;1;1;0
1981;7;42;1;30;0;1;0
2003;4;42;0;43;0;1;0
1980;2;42;1;54;0;1;0
1990;2;42;0;59;0;1;0
1984;5;42;1;60;0;1;0
1998;2;42;1;64;0;1;0
1982;1;42;1;67;0;1;0
1973;2;42;1;67;0;1;0
2006;2;42;1;71;0;1;0
1992;1;42;1;73;0;1;0
1986;2;42;1;75;0;1;0
1994;4;42;1;78;0;1;0
1974;3;42;1;100;0;1;0
1977;3;42;1;102;0;1;0
1987;4;42;1;124;0;1;0
1997;3;42;1;125;0;1;0
1979;2;42;1;128;0;1;0
1995;2;42;1;143;0;1;0
1975;4;42;1;162;0;1;0
1978;3;42;1;167;0;1;0
1996;3;42;1;167;0;1;0
1991;2;42;0;170;0;1;0
2001;2;42;1;173;0;1;0
2000;3;42;1;177;0;1;0
